Expert_review_group	PMID	Citation	Gene	Data_source	Assay_class_summary	Number_var_total	MAVE_DB	PS3_evidence_weighting_Path	BS3_evidence_weighting_ben
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	30488424	"Ahmad F, Kannan M, Obser T, Budde U, Schneppenheim S, Saxena R, Schneppenheim R. Characterization of VWF gene conversions causing von Willebrand disease. Br J Haematol. 2019 Mar;184(5):817-825. doi: 10.1111/bjh.15709. Epub 2018 Nov 29. PMID: 30488424."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	6	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	23179108	"Ahmad F, Jan R, Kannan M, Obser T, Hassan MI, Oyen F, Budde U, Saxena R, Schneppenheim R. Characterisation of mutations and molecular studies of type 2 von Willebrand disease. Thromb Haemost. 2013 Jan;109(1):39-46. doi: 10.1160/TH12-07-0475. Epub 2012 Nov 22. PMID: 23179108."	VWF	VCEP supp_VWD 2A2B2M functional assays	2B Binding GOF	5	No	strong	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	16322474	"Hassenpflug WA, Budde U, Obser T, Angerhaus D, Drewke E, Schneppenheim S, Schneppenheim R. Impact of mutations in the von Willebrand factor A2 domain on ADAMTS13-dependent proteolysis. Blood. 2006 Mar 15;107(6):2339-45. doi: 10.1182/blood-2005-04-1758. Epub 2005 Dec 1. PMID: 16322474."	VWF	VCEP supp_VWD 2A2B2M functional assays	2A ADAMTS13 susceptibility	13	No	supporting	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	22781599	"Zhang JY, Su J, Ma ZN, Dong NZ, Wang YC, Ruan CG. [Increased susceptibility of recombinant type 2A von Willebrand factor mutant A1500E to proteolysis by ADAMTS13]. Zhonghua Xue Ye Xue Za Zhi. 2012 Mar;33(3):169-72. Chinese. PMID: 22781599."	VWF	VCEP supp_VWD 2A2B2M functional assays	2A ADAMTS13 susceptibility	1	No	supporting	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	22431572	"Jacobi PM, Gill JC, Flood VH, Jakab DA, Friedman KD, Haberichter SL. Intersection of mechanisms of type 2A VWD through defects in VWF multimerization, secretion, ADAMTS-13 susceptibility, and regulated storage. Blood. 2012 May 10;119(19):4543-53. doi: 10.1182/blood-2011-06-360875. Epub 2012 Mar 19. PMID: 22431572; PMCID: PMC3362367."	VWF	VCEP supp_VWD 2A2B2M functional assays	2A ADAMTS13 susceptibility	6	No	supporting	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	23110044	"Interlandi G, Ling M, Tu AY, Chung DW, Thomas WE. Structural basis of type 2A von Willebrand disease investigated by molecular dynamics simulations and experiments. PLoS One. 2012;7(10):e45207. doi: 10.1371/journal.pone.0045207. Epub 2012 Oct 23. PMID: 23110044; PMCID: PMC3479114."	VWF	VCEP supp_VWD 2A2B2M functional assays	2A ADAMTS13 susceptibility	6	No	supporting	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	28076816	"Aponte-Santamaría C, Lippok S, Mittag JJ, Obser T, Schneppenheim R, Baldauf C, Gräter F, Budde U, Rädler JO. Mutation G1629E Increases von Willebrand Factor Cleavage via a Cooperative Destabilization Mechanism. Biophys J. 2017 Jan 10;112(1):57-65. doi: 10.1016/j.bpj.2016.11.3202. PMID: 28076816; PMCID: PMC5232862."	VWF	VCEP supp_VWD 2A2B2M functional assays	2A ADAMTS13 susceptibility	1	No	supporting	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	29186156	"Lynch CJ, Cawte AD, Millar CM, Rueda D, Lane DA. A common mechanism by which type 2A von Willebrand disease mutations enhance ADAMTS13 proteolysis revealed with a von Willebrand factor A2 domain FRET construct. PLoS One. 2017 Nov 29;12(11):e0188405. doi: 10.1371/journal.pone.0188405. PMID: 29186156; PMCID: PMC5706690."	VWF	VCEP supp_VWD 2A2B2M functional assays	2A ADAMTS13 susceptibility	11	No	supporting	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	11264172	"Schneppenheim R, Budde U, Obser T, Brassard J, Mainusch K, Ruggeri ZM, Schneppenheim S, Schwaab R, Oldenburg J. Expression and characterization of von Willebrand factor dimerization defects in different types of von Willebrand disease. Blood. 2001 Apr 1;97(7):2059-66. doi: 10.1182/blood.v97.7.2059. PMID: 11264172."	VWF	VCEP supp_VWD 2A2B2M functional assays	2A multimerization	2	No	strong and supporting	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	16322474	"Hassenpflug WA, Budde U, Obser T, Angerhaus D, Drewke E, Schneppenheim S, Schneppenheim R. Impact of mutations in the von Willebrand factor A2 domain on ADAMTS13-dependent proteolysis. Blood. 2006 Mar 15;107(6):2339-45. doi: 10.1182/blood-2005-04-1758. Epub 2005 Dec 1. PMID: 16322474."	VWF	VCEP supp_VWD 2A2B2M functional assays	2A multimerization	5	No	strong and supporting	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	19422453	"Baronciani L, Federici AB, Punzo M, Solimando M, Cozzi G, La Marca S, Rubini V, Canciani MT, Mannucci PM. Type 2A (IIH) von Willebrand disease is due to mutations that affect von Willebrand factor multimerization. J Thromb Haemost. 2009 Jul;7(7):1114-22. doi: 10.1111/j.1538-7836.2009.03457.x. Epub 2009 Apr 24. PMID: 19422453."	VWF	VCEP supp_VWD 2A2B2M functional assays	2A multimerization	3	No	strong and supporting	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	22431572	"Jacobi PM, Gill JC, Flood VH, Jakab DA, Friedman KD, Haberichter SL. Intersection of mechanisms of type 2A VWD through defects in VWF multimerization, secretion, ADAMTS-13 susceptibility, and regulated storage. Blood. 2012 May 10;119(19):4543-53. doi: 10.1182/blood-2011-06-360875. Epub 2012 Mar 19. PMID: 22431572; PMCID: PMC3362367."	VWF	VCEP supp_VWD 2A2B2M functional assays	2A multimerization	13	No	strong and supporting	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	22905953	"Wang JW, Valentijn JA, Valentijn KM, Dragt BS, Voorberg J, Reitsma PH, Eikenboom J. Formation of platelet-binding von Willebrand factor strings on non-endothelial cells. J Thromb Haemost. 2012 Oct;10(10):2168-78. doi: 10.1111/j.1538-7836.2012.04891.x. PMID: 22905953."	VWF	VCEP supp_VWD 2A2B2M functional assays	2A multimerization	2	No	strong and supporting	none
ClinGen von Willebrand Disease Expert Panel Specifications to the ACMG/AMP Variant Interpretation Guidelines for VWF	23539537	"Yadegari H, Driesen J, Pavlova A, Biswas A, Ivaskevicius V, Klamroth R, Oldenburg J. Insights into pathological mechanisms of missense mutations in C-terminal domains of von Willebrand factor causing qualitative or quantitative von Willebrand disease. Haematologica. 2013 Aug;98(8):1315-23. doi: 10.3324/haematol.2013.084111. Epub 2013 Mar 28. PMID: 23539537; PMCID: PMC3729914."	VWF	VCEP supp_VWD 2A2B2M functional assays	2A multimerization	5	No	strong and supporting	none
